Listings_id,Name,Price,Property_type,Maximum_allowed_guests,Rating_score,quartiere
21378197,Arioso Bilocale nel Quartiere Giardinetti,73.0,Entire home,4,5.0,GIARDINETTI
1120987468238445253,Il Elegante Casa di Roma,140.0,Entire home,5,4.91,BOCCEA
984571761308286902,Luxury Dimora nel Quartiere Colle Degli Abeti,300.0,Entire home,6,5.0,COLLE DEGLI ABETI
795454818622504841,Prezioso Dimora vicino al Trevi,240.0,Entire home,6,4.5,VALLE SANTA
700132500614913737,Suite Moderno a Centocelle,115.0,Entire home,4,4.2,CENTOCELLE
1183906,Stravagante Nido nel Quartiere Farnesina – con Wi-Fi Ultraveloce,95.0,Entire home,5,5.0,FARNESINA
891444727143094817,Studio Delizioso nel Quartiere Boccea,120.0,Entire home,2,4.7,BOCCEA
5722412,Grazioso Villa nel Quartiere Cavalleggeri,151.0,Entire home,6,4.9,CAVALLEGGERI
668631818408546787,Rustico Bilocale a Roma,307.0,Entire home,5,4.87,MONTI
720853517362184411,Appartamento nel Quartiere Tor Pignattara – Grazioso e Centrale,104.0,Entire home,4,4.58,TOR PIGNATTARA
7807655,Loft con Vista – a Trastevere,159.0,Entire home,2,5.0,TRASTEVERE
925474614909830923,Elegante Casa vicino al Tevere,96.0,Entire home,3,4.0,S. VITTORINO
1150467009458128286,Tranquillo Dimora vicino al Aventino,90.0,Entire home,4,5.0,S. CORNELIA
851224026661501637,Accogliente Casa a Roma,350.0,Entire home,6,5.0,ARDEATINO
722498639980037969,Loft Grazioso nel Quartiere Toragnola,66.0,Entire home,2,5.0,TORAGNOLA
1035506882678237751,Il Delizioso Loft di Roma,71.0,Entire home,2,4.88,TORRESINA
677386182789559967,Brillante Attico nel Quartiere Vigna Clara,100.0,Entire home,4,4.75,VIGNA CLARA
53857306,Angolo Moderno in Trastevere,172.0,Entire home,4,4.25,TRASTEVERE
29209202,Speciale Monolocale a Roma,83.0,Entire home,3,5.0,PARCO DELLA SERENISSIMA
5790123,Camera Sofisticato dei Monti,159.0,Hotel room,2,4.93,MONTI
880302802023488139,Loft Caratteristico nel Quartiere Pian Saccoccia,115.0,Entire home,4,4.86,PIAN SACCOCCIA
49582818,Il Sereno Perla di Roma,85.0,Entire home,4,4.94,ROMA 70
913809542692161613,Rifugio con Vista – al Ludovisi,185.0,Entire home,4,4.92,LUDOVISI
6351303,Suggestivo Angolo vicino al Campo de' Fiori,308.0,Entire home,3,4.79,COLONNA
49430988,Arioso Attico a Roma,160.0,Entire home,3,4.23,VERBANO
1848169,Studio Unico nel Quartiere Rebibbia,65.0,Entire home,2,4.71,REBIBBIA
5821191,Caratteristico Studio a Roma,90.0,Entire home,2,4.85,PINCIANO
23532320,Il Raffinato Casa di Roma,159.0,Entire home,5,4.9,EROI TRIONFALE
52951945,Dimora nel Quartiere Appio Latino - Alberone – Vintage e Centrale,110.0,Entire home,6,4.91,APPIO LATINO - ALBERONE
11957150,Suite con Vista – nel Quartiere San Lorenzo,128.0,Private room,2,5.0,S. LORENZO
1002782671772848091,Confortevole Rifugio a Centocelle,79.0,Entire home,3,5.0,CENTOCELLE
52392690,Suite nel Quartiere Casal Bernocchi – Storico e Centrale,120.0,Entire home,5,4.6,CASAL BERNOCCHI
584094730957952189,Studio con Vista – nel Quartiere Maglianella,40.0,Entire home,2,4.92,MAGLIANELLA
910007754021216129,Rifugio con Vista – nel Quartiere Italia,117.0,Private room,2,3.83,ITALIA
11490640,Sotto i Pini – Dimora nel Quartiere Malborghetto,120.0,Entire home,6,4.62,MALBORGHETTO
39751379,Prezioso Trilocale a Roma,159.0,Entire home,4,4.71,MAZZINI
22773217,Loft con Vista – nel Quartiere Parco Delle Sabine,90.0,Entire home,2,5.0,PARCO DELLE SABINE
54302653,Stravagante Nido a Roma,60.0,Entire home,2,4.36,S. LORENZO
851463592750728392,Vivace Angolo a Castro Pretorio,283.0,Private room,5,5.0,CASTRO PRETORIO
7040652,Splendido Studio a Roma,48.0,Entire home,2,4.75,VILLA VERDE
17873451,Meraviglioso Nido nel Quartiere Tor Pignattara – Tranquillo e Silenzioso,79.0,Entire home,2,4.8,TOR PIGNATTARA
564238619883288079,Nido Caratteristico sull'Esquilino,128.0,Entire home,3,4.75,ESQUILINO
45247631,Nido Stravagante nel Rione Ponte,115.0,Entire home,2,4.41,PONTE
17864893,Delizioso Casa vicino al Tivoli,188.0,Entire home,6,4.27,ROMANINA
23443419,Nido Affascinante nel Quartiere Pigneto,80.0,Entire home,2,4.81,PIGNETO
997084469910669500,Studio Meraviglioso a Trastevere,80.0,Entire home,2,4.5,TRASTEVERE
675141070195289012,Sofisticato Mansarda nel Quartiere Pinciano – vicino ai Trasporti,199.0,Entire home,4,4.8,PINCIANO
27962803,Casa Brillante nel Quartiere Parioli,121.0,Entire home,4,4.5,PARIOLI
822378093402979950,Studio con Vista – nel Quartiere Porta Di Roma,94.0,Entire home,4,4.68,PORTA DI ROMA
1028227158703453956,Appartamento nel Quartiere Casal Del Marmo – Prezioso e Centrale,60.0,Entire home,3,4.62,CASAL DEL MARMO
24073168,Storico Nido nel Quartiere Prenestino Labicano – Appena Ristrutturato,79.0,Shared room,1,4.75,PRENESTINO LABICANO
657216566992824392,Grazioso Bilocale a Roma,85.0,Entire home,4,4.31,SELVA CANDIDA
45312190,Elegante Nido vicino al Piazza Venezia,80.0,Entire home,2,4.71,FLAMINIO
18701141,Solare Monolocale sul Colle Celio – con Cortile Privato,75.0,Entire home,5,5.0,CELIO
29924665,Storico Appartamento nel Quartiere Portonaccio,132.0,Entire home,6,4.75,PORTONACCIO
665157047527734383,Casa con Vista – nel Quartiere Casetta Mattei,70.0,Entire home,6,4.74,CASETTA MATTEI
41541922,Camera con Vista – in Prati,159.0,Private room,2,5.0,PRATI
1023943009420981638,Esclusivo Casa nel Quartiere Schizzanello,70.0,Entire home,4,5.0,SCHIZZANELLO
13041661,Rustico Appartamento vicino al Trevi,180.0,Entire home,6,4.75,OSTIA LEVANTE
34309103,Intimo Suite vicino al Piazza Venezia,82.0,Entire home,4,4.93,SERPENTARA
1119581954991328719,Intimo Appartamento nel Quartiere Alessandrino,80.0,Entire home,3,4.67,ALESSANDRINO
1023355513006703848,Perla nel Quartiere Pineta Sacchetti – Incantevole e Centrale,49.0,Entire home,4,3.0,PINETA SACCHETTI
44081358,Magico Angolo sull'Esquilino – Design Esclusivo,255.0,Private room,4,5.0,ESQUILINO
972871790238042023,Bilocale con Vista – nel Quartiere San Paolo,75.0,Entire home,4,4.76,SAN PAOLO
41455263,Vivace Studio a Roma,100.0,Entire home,2,5.0,BORGHESIANA
8836739,Angolo nel Quartiere Della Vittoria – Autentico e Centrale,50.0,Entire home,4,4.7,DELLA VITTORIA
1144890693616182249,Rifugio Magico nel Quartiere Portonaccio,119.0,Entire home,5,4.5,PORTONACCIO
33868949,Affascinante Mansarda nel Quartiere Torrevecchia Bassa,120.0,Entire home,3,5.0,TORREVECCHIA BASSA
1065944591545926529,Trilocale con Vista – al Celio,245.0,Entire home,4,4.5,CELIO
1060105000965127902,L'Atelier – Perla nel Quartiere Prato Fiorito,85.0,Entire home,5,4.17,PRATO FIORITO
5064872,Raffinato Suite nel Quartiere Tor Marancia,100.0,Entire home,5,4.75,TOR MARANCIA
1069526958463459439,Il Vintage Angolo di Roma,35.0,Private room,1,5.0,MONTE DEL PECORARO
1128997744352864518,Suite con Vista – nel Quartiere Parioli,117.0,Private room,2,3.33,PARIOLI
1085342157381816157,Luxury Perla nel Quartiere Collina Fleming,291.0,Entire home,5,4.0,COLLINA FLEMING
862214193395006179,Arioso Rifugio nel Quartiere Monteverde Vecchio,105.0,Entire home,4,4.94,MONTEVERDE VECCHIO
39933758,Luxury Studio nel Quartiere Lanciani,1000.0,Entire home,2,5.0,LANCIANI
633765188362901588,Splendido Appartamento vicino al Castel Sant'Angelo,79.0,Entire home,6,5.0,NUOVA GORDIANI
46136050,Storico Monolocale nel Quartiere Appiano – con Wi-Fi Ultraveloce,100.0,Entire home,2,4.64,APPIANO
983037786802145885,Luminoso Studio al Colle,140.0,Entire home,2,3.83,MONTI
812048785686232757,Studio nel Quartiere Monti Tiburtini – Sofisticato e Centrale,118.0,Entire home,3,5.0,MONTI TIBURTINI
1100739027221897445,Elegante Attico a Roma,115.0,Entire home,4,2.33,MONTI
916556428596887095,Il Splendido Suite di Roma,150.0,Entire home,4,4.67,FARNESINA
14617119,Il Stravagante Monolocale di Roma,37.0,Entire home,2,4.84,GREGNA S. ANDREA
1160838829287970559,Caratteristico Dimora vicino al Appia,210.0,Entire home,7,4.57,ESQUILINO
792050582789889305,Trilocale Pittoresco nel Quartiere Castellaccio,198.0,Entire home,4,4.64,CASTELLACCIO
817971997892244471,Panoramico Monolocale a Testaccio – nel Cuore del Centro,168.0,Entire home,2,5.0,TESTACCIO
937463353681454348,Raffinato Loft a Roma,70.0,Entire home,2,4.71,ARCO DI TRAVERTINO
1675366,Rifugio con Vista – nel Quartiere Ottavia,80.0,Entire home,4,4.52,OTTAVIA
1049992383275232873,Dimora nel Quartiere Battistini – Storico e Centrale,122.0,Entire home,6,4.58,BATTISTINI
39044029,Arioso Stanza vicino al Tevere,88.0,Private room,2,5.0,LAURENTINO FONTE OSTIENSE
876491011724741728,La Dolce Vita – Nido nel Quartiere Valle Giulia,95.0,Entire home,2,4.63,VALLE GIULIA
53922962,Il Esclusivo Nido di Roma,107.0,Entire home,3,4.29,TUSCOLANO
1015220679902789306,L'Altana – Rifugio nel Quartiere Nuova Tor Vergata,85.0,Entire home,4,5.0,NUOVA TOR VERGATA
10257470,Splendido Attico nel Quartiere Primavalle,100.0,Entire home,4,4.67,PRIMAVALLE
41471375,Casa nel Quartiere Villaggio Prenestino – Storico e Centrale,80.0,Entire home,5,4.82,VILLAGGIO PRENESTINO
838145399900024227,Romantico Nido a Roma,85.0,Entire home,2,4.83,BOCCEA
7324407,Sereno Appartamento nel Quartiere Forno Casale – a 5 Min dalla Metro,83.0,Entire home,8,4.0,FORNO CASALE
51553779,Il Mezzanino – Casa all'Esquilino,396.0,Entire home,6,4.67,ESQUILINO
29934358,Chic Mansarda a Roma,88.0,Entire home,4,5.0,CASTEL DI LEVA
882488854317869087,Moderno Rifugio vicino al Campo de' Fiori,135.0,Private room,3,4.0,TORRE MAURA
1016837621743088885,Il Moderno Monolocale di Roma,82.0,Entire home,4,5.0,CASAL BRUCIATO
43908176,Rifugio Meraviglioso ai Prati,96.0,Private room,3,5.0,PRATI
6725005,Accogliente Rifugio a Roma,189.0,Entire home,4,4.72,MARCONI
37819051,Il Tranquillo Loft di Roma,80.0,Entire home,2,4.75,REGOLA
9316227,Trilocale con Vista – nel Quartiere Quadraro,120.0,Entire home,5,4.86,QUADRARO
1035401357800367772,Il Portico – Nido nel Quartiere Collina Delle Muse,82.0,Entire home,2,4.5,COLLINA DELLE MUSE
593083303187756649,Studio con Vista – nel Quartiere Casal Lumbroso,87.0,Entire home,2,5.0,CASAL LUMBROSO
1115198136469075471,Studio nel Quartiere Portonaccio – Autentico e Centrale,89.0,Entire home,4,5.0,PORTONACCIO
35788331,Perla Magico nel Cuore di Trastevere,190.0,Entire home,4,4.2,TRASTEVERE
39579449,Nido alla Regola – Magico e Centrale,159.0,Entire home,2,4.75,REGOLA
817455503215376574,Rifugio con Vista – nel Quartiere Ferratella,89.0,Entire home,3,4.9,FERRATELLA
912874522579532445,Sofisticato Trilocale vicino al Aventino,85.0,Entire home,4,4.93,MAGLIANA
8333958,Dimora nel Quartiere Isola Farnese – Incantevole e Centrale,148.0,Entire home,4,5.0,ISOLA FARNESE
40334844,Delizioso Dimora nel Quartiere Salario – nel Cuore del Centro,153.0,Entire home,8,3.98,SALARIO
6086589,Nido Brillante nel Rione Esquilino,47.0,Private room,2,4.85,ESQUILINO
947832573505730716,Chic Monolocale nel Quartiere Torraccia,84.0,Entire home,5,4.88,TORRACCIA
874487554369506375,Romantico Monolocale nel Quartiere Centroni - Valle Marciana – con Cortile Privato,75.0,Entire home,3,5.0,CENTRONI - VALLE MARCIANA
1137700342846338113,Trilocale con Vista – nel Quartiere Marconi,80.0,Entire home,4,4.67,MARCONI
756486052865663053,Angolo con Vista – nel Quartiere Torrevecchia Alta,86.0,Entire home,5,4.5,TORREVECCHIA ALTA
718602813645589874,Affascinante Nido vicino al Gianicolo,155.0,Entire home,1,4.75,STATUARIO
14107681,Tra Arte e Storia – Studio nel Quartiere Vigna Pia,25.0,Entire home,1,5.0,VIGNA PIA
952661838739246064,Pittoresco Dimora a Campo Marzio,486.0,Entire home,8,4.0,CAMPO MARZIO
670015172596961641,Stravagante Casa all'Aurelio,231.0,Entire home,8,4.0,AURELIO
510665,Brillante Trilocale vicino al Vaticano,185.0,Entire home,4,4.78,ESQUILINO
41171370,Grazioso Perla nel Quartiere Cinecitta' Est – Tranquillo e Silenzioso,99.0,Entire home,5,4.76,CINECITTA' EST
12533910,Perla con Vista – a Centocelle,45.0,Entire home,4,4.91,CENTOCELLE
638134737790204630,Affascinante Trilocale a Roma,110.0,Entire home,4,4.94,S. LORENZO
32353442,Esclusivo Monolocale a Roma,117.0,Entire home,2,4.75,FLAMINIO
19303266,Rifugio nel Campo Marzio – Affascinante e Centrale,250.0,Entire home,4,4.95,CAMPO MARZIO
1152076951293314542,Il Giardino Segreto – Monolocale nel Quartiere Val Melaina,74.0,Entire home,3,4.83,VAL MELAINA
901385628285410963,Antico Dimora vicino al Vaticano,140.0,Entire home,7,5.0,DON BOSCO
1067826486943677223,Studio Confortevole nel Quartiere Villaggio Olimpico,382.0,Entire home,5,5.0,VILLAGGIO OLIMPICO
49923666,Intimo Monolocale vicino al Tevere,508.0,Entire home,4,4.33,CAMPO MARZIO
858475846810965623,Pittoresco Appartamento vicino al Palatino,328.0,Entire home,6,4.58,CASTRO PRETORIO
1015712187147637245,Stravagante Suite nel Quartiere Vigne Alessandrine,67.0,Entire home,5,4.73,VIGNE ALESSANDRINE
22773217,Pittoresco Studio vicino al Trevi,90.0,Entire home,2,5.0,PARCO DELLE SABINE
19061074,Antico Attico vicino al Gianicolo,35.0,Entire home,4,4.82,MADONNETTA
51705047,Loft nel Quartiere Villaggio Olimpico – Confortevole e Centrale,100.0,Entire home,4,5.0,VILLAGGIO OLIMPICO
23323391,Monolocale Panoramico nel Quartiere Bravetta,110.0,Entire home,2,4.69,BRAVETTA
780104699011817131,Luminoso Angolo vicino al Navona,62.0,Entire home,3,4.73,OSTIA ANTICA
24109862,Casa con Vista – nel Quartiere Fiorano - Parco Dell'Appia Antica,100.0,Entire home,10,5.0,FIORANO - PARCO DELL'APPIA ANTICA
40154171,Accogliente Monolocale nel Quartiere Castelluccia,59.0,Entire home,4,4.33,CASTELLUCCIA
24788444,Il Splendido Appartamento di Roma,70.0,Entire home,3,4.96,TOR PIGNATTARA
627419876872231842,Vivace Appartamento vicino al Palatino,132.0,Entire home,4,4.86,TESTACCIO
868041699069300990,Moderno Mansarda nel Cuore di Trastevere,259.0,Entire home,5,4.5,TRASTEVERE
309098,Arioso Angolo al Trionfale,159.0,Private room,1,4.96,EROI TRIONFALE
31337251,Mansarda Sereno nel Quartiere Longoni - Maggiolino,79.0,Entire home,4,5.0,LONGONI - MAGGIOLINO
43808585,Il Confortevole Monolocale di Roma,159.0,Entire home,2,5.0,MONTI
5227029,Vintage Perla a Roma,330.0,Entire home,4,5.0,QUARTO PEPERINO
33116158,Antico Appartamento vicino al Pantheon,188.0,Entire home,6,4.89,ESQUILINO
8243358,Pittoresco Suite a Roma,90.0,Entire home,4,5.0,MONTE DELLE CAPRE
1015220679902789306,Raffinato Trilocale nel Quartiere Nuova Tor Vergata,99.0,Entire home,4,5.0,NUOVA TOR VERGATA
51098230,Il Mezzanino – Villa sull'Esquilino,147.0,Entire home,11,4.56,ESQUILINO
11502783,Tranquillo Casa nel Quartiere Monte Sacro,90.0,Entire home,4,4.5,MONTE SACRO
2435955,Suite Vintage nel Quartiere Colli Aniene,50.0,Entire home,4,4.67,COLLI ANIENE
18668061,Pittoresco Nido nel Quartiere Chiesola,78.0,Entire home,2,4.89,CHIESOLA
48375962,Unico Loft nel Quartiere Scalo S. Lorenzo – Appena Ristrutturato,117.0,Entire home,2,5.0,SCALO S. LORENZO
999168540391708908,Il Splendido Trilocale di Roma,240.0,Entire home,4,5.0,MARCONI
42371078,Monolocale Magico nel Quartiere Vitinia,70.0,Entire home,2,5.0,VITINIA
841888193197323263,Luminoso Nido nel Quartiere Camilluccia – Completamente Attrezzato,126.0,Entire home,2,4.91,CAMILLUCCIA
891717148606543600,Casa nel Quartiere Ostia Ponente – Romantico e Centrale,90.0,Entire home,4,5.0,OSTIA PONENTE
24766909,Grazioso Stanza nel Quartiere Sallustiano – con Camino,617.0,Hotel room,5,5.0,SALLUSTIANO
839064847843589114,Pittoresco Monolocale nel Quartiere Colle Prenestino,50.0,Entire home,3,4.79,COLLE PRENESTINO
50744132,Accogliente Loft a Roma,130.0,Entire home,5,4.88,S. EUSTACHIO
1071029235571471922,Chic Loft nel Quartiere Villaggio Falcone – nel Cuore del Centro,65.0,Entire home,4,4.89,VILLAGGIO FALCONE
28178208,Studio nel Quartiere Pineto – Splendido e Centrale,131.0,Entire home,3,4.5,PINETO
1127496372917117395,Appartamento con Vista – in Prati,300.0,Entire home,6,4.83,PRATI
23581098,Moderno Studio a Roma,800.0,Entire home,2,4.36,MONTI
903559195096345123,Il Nido Romano – Casa nel Quartiere Appio Latino - Alberone,129.0,Entire home,12,4.69,APPIO LATINO - ALBERONE
920859049515483118,Magico Dimora a Roma,110.0,Entire home,4,5.0,PIGNETO
11844155,Nido nel Quartiere Ludovisi – Moderno e Centrale,159.0,Entire home,4,4.79,LUDOVISI
20280039,Il Splendido Monolocale di Roma,108.0,Entire home,4,5.0,EROI TRIONFALE
679542630298100370,Angolo Romantico a Campo Marzio,2000.0,Private room,3,1.0,CAMPO MARZIO
10764154,Romantico Bilocale a Roma,50.0,Entire home,4,4.78,PONTE GALERIA
21167294,Il Arioso Appartamento di Roma,120.0,Entire home,4,4.91,TOR DI MEZZAVIA
24032592,Monolocale con Vista – nel Quartiere Prenestino Labicano,79.0,Entire home,2,4.93,PRENESTINO LABICANO
40582107,Unico Casa vicino al Termini,449.0,Entire home,6,4.89,PARIONE
983055411668516585,Panoramico Perla a Roma,232.0,Entire home,3,4.93,BELLE ARTI
16676593,Brillante Studio nel Quartiere Due Ponti,95.0,Entire home,2,4.0,DUE PONTI
12460222,Tra i Sampietrini – Loft nel Quartiere La Marranella,80.0,Entire home,2,4.78,LA MARRANELLA
14258076,Prezioso Studio in Trastevere,140.0,Entire home,4,4.89,TRASTEVERE
685407780002713051,Storico Dimora nel Quartiere Porta Portese,113.0,Entire home,4,4.9,PORTA PORTESE
1010767332823028366,Caratteristico Rifugio nel Quartiere Don Bosco,70.0,Private room,2,5.0,DON BOSCO
26580699,Storico Camera al Colle – nel Cuore del Centro,95.0,Private room,2,4.68,MONTI
41415302,Brillante Studio vicino al Vaticano,100.0,Entire home,4,4.63,COLLINA FLEMING
1219532889031886168,Perla nel Quartiere Villa Ada – Splendido e Centrale,117.0,Entire home,4,5.0,VILLA ADA
35560600,Il Vivace Nido di Roma,35.0,Entire home,2,4.51,VILLINI SANTA MARIA
20814201,Magico Studio a Roma,85.0,Entire home,3,4.66,MASSIMINA
920899521432725334,Esclusivo Loft vicino al Borghese,72.0,Entire home,2,5.0,VERDEROCCA
34472708,Il Pittoresco Dimora di Roma,100.0,Entire home,3,4.76,MARCONI
669179357833211290,Confortevole Bilocale nel Quartiere Infernetto,106.0,Entire home,4,4.58,INFERNETTO
970712571463707194,Monolocale con Vista – nel Quartiere Torrenova,52.0,Entire home,1,5.0,TORRENOVA
22556147,Studio nel Quartiere Pigna – Sereno e Centrale,100.0,Entire home,4,4.14,PIGNA
641738243228342688,Il Solare Mansarda di Roma,100.0,Entire home,5,4.94,APPIO CLAUDIO
1154117868676253568,Villa con Vista – nel Quartiere Citta' Militare Della Cecchignola,213.0,Entire home,6,4.33,CITTA' MILITARE DELLA CECCHIGNOLA
621676083376084139,Dimora nel Quartiere Monti Di Pietralata – Incantevole e Centrale,113.0,Entire home,5,5.0,MONTI DI PIETRALATA
49727609,Speciale Perla nel Quartiere Labaro,95.0,Entire home,4,4.5,LABARO
766036835724800986,Delizioso Loft nel Quartiere Ostiense – con Aria Condizionata,70.0,Entire home,2,4.67,OSTIENSE
1377725,Al Terzo Piano – Camera nel Quartiere Ostia Ponente,35.0,Private room,2,4.67,OSTIA PONENTE
968817628094496224,Il Brillante Bilocale di Roma,95.0,Entire home,4,5.0,FIDENE
53875794,Il Panoramico Villa di Roma,189.0,Entire home,6,4.88,CENTOCELLE
1014581497031334431,Il Magico Suite di Roma,70.0,Private room,2,3.33,MONTE DELLE CAPRE
5842158,La Loggia – Appartamento nel Quartiere S. Eustachio,700.0,Entire home,6,4.72,S. EUSTACHIO
33555388,Il Accogliente Nido di Roma,61.0,Entire home,2,4.74,VALLE AURELIA
15225333,Attico con Vista – nel Quartiere Eur,140.0,Entire home,4,4.8,EUR
50511141,Solare Angolo vicino al Castel Sant'Angelo,120.0,Entire home,4,4.94,MONTE DEL MARMO
8364228,Incantevole Nido vicino al Tevere,66.0,Entire home,2,4.52,MARCONI
882552022971083646,Il Speciale Dimora di Roma,120.0,Entire home,6,5.0,AURELIO
882982721089011614,Bilocale Esclusivo a Mazzini,80.0,Entire home,3,4.69,MAZZINI
7510871,Il Brillante Perla di Roma,629.0,Entire home,4,4.88,PIGNA
878201333162423857,Confortevole Appartamento vicino al Borghese,100.0,Entire home,4,4.79,DON BOSCO
53795688,Luminoso Loft vicino al Foro Romano,82.0,Entire home,4,4.77,TENUTA DEI MASSIMI
51358194,Rifugio Affascinante nel Quartiere Parco Monte Ciocci,132.0,Entire home,4,4.72,PARCO MONTE CIOCCI
643860547212541724,Rifugio con Vista – nel Quartiere Borgo,154.0,Entire home,4,4.64,BORGO
25412528,Arioso Appartamento nel Quartiere S. Nicola – Tranquillo e Silenzioso,97.0,Entire home,6,5.0,S. NICOLA
24322870,La Loggia – Appartamento nel Quartiere Collina Lanciani,83.0,Entire home,8,4.66,COLLINA LANCIANI
36449561,Monolocale con Vista – ai Prati,258.0,Entire home,4,5.0,PRATI
601357654288614514,Suggestivo Mansarda a Roma,114.0,Entire home,4,5.0,DRAGONA
810676688852451007,Villa Prezioso nel Quartiere Appio Claudio,257.0,Entire home,6,4.83,APPIO CLAUDIO
17130545,Raffinato Dimora a Roma,1109.0,Entire home,12,4.77,STATUARIO
11965543,Il Intimo Appartamento di Roma,300.0,Entire home,10,4.46,BUFALOTTA
968817628094496224,Il Accogliente Studio di Roma,73.0,Entire home,2,5.0,FIDENE
38639147,Raffinato Rifugio al Tuscolano – Tranquillo e Silenzioso,54.0,Entire home,4,4.84,TUSCOLANO
14739690,Arioso Perla a Roma,56.0,Entire home,4,5.0,TECNOPOLO
800645761578790288,Appartamento al Nomentano – Speciale e Centrale,150.0,Entire home,6,5.0,NOMENTANO
649689863991847909,Il Esclusivo Monolocale di Roma,528.0,Entire home,4,3.54,TRASTEVERE
51875152,Solare Casa a Roma,189.0,Entire home,5,5.0,S. SABA
44605984,Incantevole Nido vicino al Tivoli,83.0,Entire home,5,5.0,MARCIGLIANA
688971979120574101,Il Prezioso Rifugio di Roma,110.0,Private room,2,4.86,S. LORENZO
627933,Chic Appartamento a Roma,100.0,Entire home,6,4.75,PRATI
1181849454037663319,Dimora con Vista – nel Quartiere Grotta Perfetta,74.0,Entire home,4,3.4,GROTTA PERFETTA
16249892,Il Delizioso Trilocale di Roma,120.0,Entire home,3,4.96,AURELIO
40803662,Angolo nel Quartiere Salario – Prezioso e Centrale,6860.0,Private room,4,5.0,SALARIO
27511506,Angolo Antico nel Quartiere Quadraro Vecchio,79.0,Entire home,5,4.56,QUADRARO VECCHIO
644137591241362815,Stanza ad Appio San Giovanni – Suggestivo e Centrale,45.0,Private room,1,4.0,APPIO S. GIOVANNI
50969157,Romantico Studio a Roma,150.0,Entire home,2,5.0,PARCO DELL'APPIA ANTICA
19755600,Splendido Loft nel Quartiere Idrovore Della Magliana – con Aria Condizionata,93.0,Entire home,2,4.45,IDROVORE DELLA MAGLIANA
672141358904902510,Arioso Casa vicino al Vaticano,103.0,Entire home,6,4.86,BATTISTINI
938840727590552431,Esclusivo Casa agli Eroi – con Tetto Verde,234.0,Entire home,4,5.0,EROI TRIONFALE
29502702,Prezioso Loft vicino al Borghese,257.0,Entire home,4,4.48,TRASTEVERE
3627190,Rifugio con Vista – nel Quartiere Prenestino Labicano,79.0,Private room,2,4.81,PRENESTINO LABICANO
47767501,Nido Confortevole nel Quartiere Parioli,190.0,Entire home,4,5.0,PARIOLI
921644166244746031,Sofisticato Nido nel Quartiere S. Cornelia,85.0,Entire home,2,4.5,S. CORNELIA
1120872962905915152,Suite con Vista – a Marconi,70.0,Private room,2,4.92,MARCONI
2926142,Bohémien Monolocale a Campo Marzio,115.0,Entire home,3,4.89,CAMPO MARZIO
13078343,Sotto i Pini – Stanza a Mazzini,159.0,Private room,2,5.0,MAZZINI
992501602695863888,Angolo Esclusivo al Trionfale,76.0,Private room,2,5.0,EROI TRIONFALE
210511,Rifugio con Vista – nel Quartiere Primavalle,97.0,Entire home,4,4.81,PRIMAVALLE
10135188,Elegante Dimora nel Quartiere Fiorano - Parco Dell'Appia Antica – con Jacuzzi Privata,1500.0,Entire home,14,4.94,FIORANO - PARCO DELL'APPIA ANTICA
1046584261118214823,Sereno Camera vicino al Pincio,60.0,Private room,2,3.71,ESQUILINO
40778710,Chic Suite nel Quartiere Torre Spaccata,73.0,Private room,2,5.0,TORRE SPACCATA
13468340,Rustico Trilocale a Roma,90.0,Entire home,5,4.65,SERPENTARA
14644578,Meraviglioso Stanza vicino al Piazza Venezia,159.0,Private room,1,4.99,EROI TRIONFALE
24930725,Solare Perla vicino al Colosseo,159.0,Entire home,4,4.8,MAZZINI
963721750506802981,Elegante Perla in Trastevere,70.0,Entire home,4,4.36,TRASTEVERE
976550357789927715,Casa nel Quartiere Conca D'Oro – Meraviglioso e Centrale,139.0,Entire home,6,4.91,CONCA D'ORO
670182375671471049,Vivace Appartamento a Roma,1005.0,Entire home,6,4.6,PARIONE
6367303,Il Caratteristico Suite di Roma,93.0,Private room,2,5.0,MARCONI
11596627,Magico Studio nel Quartiere Cortina D'Ampezzo – Completamente Attrezzato,100.0,Entire home,2,4.44,CORTINA D'AMPEZZO
32604486,Unico Monolocale al Colle – con Cortile Privato,103.0,Entire home,2,4.79,MONTI
38811010,Luxury Appartamento Monti,263.0,Entire home,6,4.97,MONTI
1035401357800367772,Nido Moderno nel Quartiere Collina Delle Muse,115.0,Entire home,2,5.0,COLLINA DELLE MUSE
37353439,Vintage Nido nel Quartiere Garbatella,100.0,Entire home,2,4.78,GARBATELLA
8565906,Trilocale a Campo Marzio – Vivace e Centrale,262.0,Entire home,4,4.63,CAMPO MARZIO
48292260,Villa con Vista – nel Quartiere Africano,250.0,Entire home,7,5.0,AFRICANO
557799086901128015,Solare Studio nel Quartiere Cecchignola – a 5 Min dalla Metro,137.0,Entire home,4,4.0,CECCHIGNOLA
895742763343518879,Speciale Nido a Roma,100.0,Entire home,2,5.0,GROTTA PERFETTA
628894768261133926,Loft Storico a Campo Marzio,164.0,Entire home,2,5.0,CAMPO MARZIO
16917997,Meraviglioso Dimora a Roma,60.0,Entire home,8,4.74,CASTELVERDE
890278184385665991,Vintage Perla nel Quartiere Prampolini,86.0,Entire home,3,4.9,PRAMPOLINI
1080339332059882853,Studio con Vista – nel Quartiere Portuense,87.0,Entire home,2,3.5,PORTUENSE
